a_	国
(魚八厶羽,AvNbIsWv,wēng,CJK-A)	䱵
(魚{捺、点类}{即字旁}阝,AvOdPgXe,láng,CJK-A)	䱶
(虍魚攵,ShAvAp,yú,CJK-A)	䱷
(魚臼{竖类}又,AvYjHsTy,sōu_qiū,CJK-A)	䱸
(魚{差字头}工,AvSyLg,zhǎ,CJK-A)	䱹
(魚山豆,AvUsGd,hái,CJK-A)	䱺
(魚骨,AvUg,huá,CJK-A)	䱻
(魚尸龷{畏字底},AvFsPnQi,zhǎn,CJK-A)	䱼
(魚亽尸口,AvZiFsKk,chāng,CJK-A)	䱽
(魚口十女,AvKkPsWn,lóu,CJK-A)	䱾
(魚車斤,AvQcSj,chàn,CJK-A)	䱿
(土{南字心}丸魚,EtSyLoAv,zhì,CJK-A)	䲀
(魚尸示寸,AvFsLsOc,wèi,CJK-A)	䲁
(魚方{卧人}疋,AvMfStEs,xuán,CJK-A)	䲂
(魚巛田木,AvKcCtYm,zǎo_suǒ_cháo,CJK-A)	䲃
(魚{卧人}母攵,AvStPmAp,mín,CJK-A)	䲄
(魚夫見,AvGfDj,guī,CJK-A)	䲅
(魚魚,AvAv,sū,CJK-A)	䲆
(魚束辶,AvTsJc,0,CJK-A)	䲇
(魚麻,AvAm,0,CJK-A)	䲈
(魚{其字头无横}{共字底}斤,AvFgNbSj,sī,CJK-A)	䲉
(魚阝{左字框}{青字底},AvXePsFy,duò_wěi_tuò,CJK-A)	䲊
(魚夫夫日,AvGfGfUr,cén,CJK-A)	䲋
(魚士示欠,AvJsLsPq,kuǎn,CJK-A)	䲌
(舟丷夫魚,QoNbGfAv,téng,CJK-A)	䲍
(魚{折类}耳攵,AvAeVeAp,něi,CJK-A)	䲎
(魚火火力,AvRhRhCl,láo,CJK-A)	䲏
(魚虍田力,AvShCtCl,lǔ,CJK-A)	䲐
(魚{美字头}{撇类}戈,AvSyTpAg,yí,CJK-A)	䲑
(魚{负字头}用牛,AvDdGyXn,xiè,CJK-A)	䲒
(魚僉,AvVq,yǎn_yán,CJK-A)	䲓
(魚{横类}田{横类},AvDiCtDi,qíng,CJK-A)	䲔
(魚䒑业日,AvNbOyUr,pū,CJK-A)	䲕
(魚士{折类}寸,AvJsAeOc,chóu,CJK-A)	䲖
(魚行金,AvPxWj,xián,CJK-A)	䲗
(魚{竹头}宀㠯,AvJuGgTi,guǎn,CJK-A)	䲘
(魚{竹头}{即字旁}卩,AvJuPgWj,jié,CJK-A)	䲙
(魚束{负字头}貝,AvTsDdVb,lài,CJK-A)	䲚
(魚艹罒目,AvZcBsEm,méng,CJK-A)	䲛
(魚魚魚魚,AvAvAvAv,yè,CJK-A)	䲜
(鱼{全字头}㔾,SvHrWj,0,CJK-A)	䲝
(鱼立,SvXl,lì,CJK-A)	䲞
(鱼{卬字旁}{横类}卩,SvKkDiWj,yìn,CJK-A)	䲟
(鱼{寿字头}{捺、点类}日,SvJfOdUr,chūn,CJK-A)	䲠
(鱼丷酉,SvNbBy,qiū,CJK-A)	䲡
(月丷夫鱼,FyNbGfSv,téng,CJK-A)	䲢
(虍鱼攵,ShSvAp,yú,CJK-A)	䲣
(鱼氵酉,SvMsBy,0,CJK-A)	䲤
(九鳥,LjGn,0,CJK-A)	䲥
(鳥大,GnId,dài,CJK-A)	䲦
(土鳥,EtGn,dù,CJK-A)	䲧
(工鳥,LgGn,hóng,CJK-A)	䲨
(尸鳥,FsGn,0,CJK-A)	䲩
(大鳥,IdGn,xì,CJK-A)	䲪
({横类}{见字底}鳥,DiReGn,0,CJK-A)	䲫
(鳥氏,GnZs,qí,CJK-A)	䲬
(氏鳥,ZsGn,0,CJK-A)	䲭
(二{见字底}鳥,NeReGn,yuán,CJK-A)	䲮
(及鳥,FjGn,jí,CJK-A)	䲯
(云鳥,ZyGn,yùn,CJK-A)	䲰
(鳥方,GnMf,fǎng,CJK-A)	䲱
(八厶鳥,NbIsGn,gōng_sōng,CJK-A)	䲲
(亠几鳥,LwQjGn,háng,CJK-A)	䲳
(火鳥,RhGn,zhèn,CJK-A)	䲴
({少三}{撇类}鳥,IxTpGn,què,CJK-A)	䲵
(二{见字底}鳥,NeReGn,0,CJK-A)	䲶
(鳥木,GnYm,0,CJK-A)	䲷
({全字头}{乔字底}鳥,HrNdGn,jiè,CJK-A)	䲸
(不{横类}鳥,RbDiGn,pí,CJK-A)	䲹
(甘鳥,FgGn,gàn,CJK-A)	䲺
(亠幺鳥,LwDyGn,xuán_yuān,CJK-A)	䲻
(生鳥,IsGn,shēng,CJK-A)	䲼
(石鳥,DsGn,shí_diǎo,CJK-A)	䲽
(工{横类}{折类}鳥,LgDiAeGn,qiǎo,CJK-A)	䲾
(尸匕鳥,FsWbGn,cí,CJK-A)	䲿
(鳥{撇类}夫,GnTpGf,dié_yì,CJK-A)	䳀
(鳥{左字框}又{捺、点类},GnPsTyOd,bó,CJK-A)	䳁
(刀口鳥,NdKkGn,diāo_chāo_tiáo_xiāo,CJK-A)	䳂
(鳥夕㔾,GnVxWj,wǎn,CJK-A)	䳃
(止匕鳥,LiWbGn,cí,CJK-A)	䳄
(鳥口八,GnKkNb,zhǐ_zhì,CJK-A)	䳅
(白鳥,JbGn,bái,CJK-A)	䳆
(母鳥,PmGn,wǔ,CJK-A)	䳇
(鳥勹巳,GnAkVs,bǎo,CJK-A)	䳈
(夂{冬字底}鳥,JiGbGn,dōng_dàn,CJK-A)	䳉
({左字框}又{捺、点类}鳥,PsTyOdGn,bá,CJK-A)	䳊
(虫鳥,VcGn,tóng_tōng_xiāo,CJK-A)	䳋
(厶{青字底}鳥,IsFyGn,0,CJK-A)	䳌
(龷八鳥,PnNbGn,gōng,CJK-A)	䳍
(臼鳥,YjGn,jiù,CJK-A)	䳎
(土土鳥,EtEtGn,guì_jué,CJK-A)	䳏
(冫欠鳥,GbPqGn,cì,CJK-A)	䳐
({左字框}{青字底}鳥,PsFyGn,yǒu,CJK-A)	䳑
(十戈鳥,PsAgGn,yuán,CJK-A)	䳒
(老鳥,RlGn,lǎo,CJK-A)	䳓
(臼鳥,YjGn,jú_jiù,CJK-A)	䳔
(爫子鳥,IaHiGn,fú,CJK-A)	䳕
(鳥耳{折类},GnVeAe,niè,CJK-A)	䳖
(鳥{撇类}扌戈,GnTpOsAg,é,CJK-A)	䳗
(鳥{撇类}扌戈,GnTpOsAg,é,CJK-A)	䳘
(由{横类}{折类}鳥,UyDiAeGn,xǐng,CJK-A)	䳙
(日干鳥,UrZgGn,kàn_hé,CJK-A)	䳚
(日女鳥,UrWnGn,yàn,CJK-A)	䳛
({全字头}{余字底}鳥,HrBhGn,tú,CJK-A)	䳜
(立口鳥,XlKkGn,pǒu_bù,CJK-A)	䳝
({寿字头}{捺、点类}{举字底}鳥,JfOdOsGn,běng,CJK-A)	䳞
(日月鳥,UrFyGn,míng,CJK-A)	䳟
(千艹士鳥,NqZcJsGn,shuì_zhù,CJK-A)	䳠
(隹鳥,MiGn,yàn_zhuī,CJK-A)	䳡
({其字头无横}{共字底}鳥,FgNbGn,qí,CJK-A)	䳢
(十戈{万无横}鳥,PsAgNdGn,yuán,CJK-A)	䳣
(㡀鳥,IbGn,biē,CJK-A)	䳤
(山亽龴鳥,UsZiIsGn,0,CJK-A)	䳥
(宀{横类}日鳥,GgDiUrGn,xuān,CJK-A)	䳦
(鳥亻{候右角}矢,GnHrVkGs,hóu,CJK-A)	䳧
(白王鳥,JbRwGn,huáng,CJK-A)	䳨
(覀女鳥,UxWnGn,yāo,CJK-A)	䳩
(山而鳥,UsKeGn,juàn,CJK-A)	䳪
(癶{横类}大鳥,NbDiIdGn,kuí,CJK-A)	䳫
(革鳥,RgGn,è,CJK-A)	䳬
({即字旁}卩鳥,PgWjGn,jí,CJK-A)	䳭
(月{捺、点类}{永无点}鳥,FyOdMsGn,mò,CJK-A)	䳮
(千里鳥,NqAlGn,chóng_chǒng,CJK-A)	䳯
(亻口木鳥,HrKkYmGn,bǎo,CJK-A)	䳰
(予{撇类}夂鳥,OvTpJiGn,wù,CJK-A)	䳱
(扌辰鳥,OsScGn,zhèn,CJK-A)	䳲
(屮凵示鳥,McJkLsGn,xù,CJK-A)	䳳
(罒{鳏下角}鳥,BsMsGn,tà_dá,CJK-A)	䳴
({木框}人人鳥,YmHrHrGn,chì,CJK-A)	䳵
(鳥爫幺大,GnIaDyId,xī_qī_jī,CJK-A)	䳶
(彳人人鳥,GcHrHrGn,cóng,CJK-A)	䳷
(麻鳥,AmGn,má,CJK-A)	䳸
(鳥宀二攴,GnGgNeAp,kòu,CJK-A)	䳹
(亽{折类}酉鳥,ZiAeByGn,yàn,CJK-A)	䳺
(車斤鳥,QcSjGn,cán_zhàn,CJK-A)	䳻
(鳥匚口吅,GnVkKkPx,0,CJK-A)	䳼
(山隹鳥,UsMiGn,hè,CJK-A)	䳽
(癶豆鳥,NbGdGn,dēng,CJK-A)	䳾
({然左角}犬灬鳥,FyAqRhGn,rán,CJK-A)	䳿
(立里鳥,XlAlGn,tóng,CJK-A)	䴀
(宀田{禺下}鳥,GgCtArGn,yù_yú,CJK-A)	䴁
(象鳥,FxGn,xiàng,CJK-A)	䴂
(土土土鳥,EtEtEtGn,náo,CJK-A)	䴃
(爫冖夕鳥,IaGgVxGn,shùn,CJK-A)	䴄
(十艹貝鳥,PsZcVbGn,fén,CJK-A)	䴅
(业{差字头}{捺、点类}鳥,OySyOdGn,pú_pū,CJK-A)	䴆
({雨头}亽龴鳥,XvZiIsGn,líng,CJK-A)	䴇
({撇类}冂米鳥,TpJkFmGn,ǎo,CJK-A)	䴈
(罒{横类}口鳥,BsDiKkGn,huán_xuán,CJK-A)	䴉
({美字头}{撇类}扌鳥,SyTpOsGn,yí,CJK-A)	䴊
(鳥罒{横类}{衣省},GnBsDiQi,huán_xuán,CJK-A)	䴋
(鳥艹冖豕,GnZcGgHs,méng,CJK-A)	䴌
(貝貝鳥,VbVbGn,yīng,CJK-A)	䴍
(田田田鳥,CtCtCtGn,lěi,CJK-A)	䴎
(廿口{北字旁}鳥,PnKkJpGn,yàn,CJK-A)	䴏
(宀王缶鳥,GgRwTfGn,bǎo,CJK-A)	䴐
(田田田鳥,CtCtCtGn,dié,CJK-A)	䴑
({雨头}口口鳥,XvKkKkGn,líng,CJK-A)	䴒
({横类}巾鸟,DiAjOn,shī,CJK-A)	䴓
(六乂鸟,MlEiOn,jiāo,CJK-A)	䴔
(歹刂鸟,SdNdOn,liè,CJK-A)	䴕
(龶{青字底}鸟,JfFyOn,jīng,CJK-A)	䴖
(目犬鸟,EmAqOn,jú,CJK-A)	䴗
({反字框}虎鸟,UcShOn,tī,CJK-A)	䴘
(辟鸟,MpOn,pì,CJK-A)	䴙
({卢字头}{鹵字底}亠几,FbKlLwQj,gǎng,CJK-A)	䴚
({卢字头}{鹵字底}{尚字头}{青字底},FbKlIxFy,xiāo,CJK-A)	䴛
({卢字头}{鹵字底}鬼,FbKlEg,wāi,CJK-A)	䴜
({卢字头}{鹵字底}日又,FbKlUrTy,chuài,CJK-A)	䴝
({卢字头}{鹵字底}羽隹,FbKlWvMi,dí,CJK-A)	䴞
(鹿几{捺、点类},IlQjOd,huán,CJK-A)	䴟
(鹿{撇类}大,IlTpId,yǎo,CJK-A)	䴠
({横类}{业无横}厂匕,DiRhUcWb,lì,CJK-A)	䴡
(鹿木,IlYm,mí,CJK-A)	䴢
({鹿旁}{撇类}丷{于无横},IlTpNbPs,hū,CJK-A)	䴣
(鹿生,IlIs,shēng,CJK-A)	䴤
(鹿力口,IlClKk,jiā,CJK-A)	䴥
(鹿言,IlDy,yín,CJK-A)	䴦
({鹿旁}禾女,IlBhWn,wēi,CJK-A)	䴧
({鹿旁}厂白小,IlUcJbIx,0,CJK-A)	䴨
(鹿覀示,IlUxLs,piáo,CJK-A)	䴩
(鹿礻{录字头}氺,IlLsWjMs,lù,CJK-A)	䴪
({鹿旁}{雨头}亽龴,IlXvZiIs,líng,CJK-A)	䴫
({木框}人人弋,YmHrHrXi,yì,CJK-A)	䴬
({木框}人人{撇类},YmHrHrTp,cái,CJK-A)	䴭
({木框}人人山,YmHrHrUs,shàn,CJK-A)	䴮
({木框}人人{横两撇},YmHrHrFs,hū,CJK-A)	䴯
({木框}人人戈,YmHrHrAg,shú_yì,CJK-A)	䴰
({木框}人人匕,YmHrHrWb,tuō,CJK-A)	䴱
({木框}人人木,YmHrHrYm,mò,CJK-A)	䴲
({木框}人人穴,YmHrHrAx,huá,CJK-A)	䴳
({木框}人人口,YmHrHrKk,tiè_nián,CJK-A)	䴴
({木框}人人廾,YmHrHrZc,bǐng,CJK-A)	䴵
({木框}人人丰,YmHrHrJf,péng,CJK-A)	䴶
({木框}人人{见字底},YmHrHrRe,hún_huàn,CJK-A)	䴷
({木框}人人子,YmHrHrHi,fū,CJK-A)	䴸
({木框}人人木,YmHrHrYm,guǒ_luǒ_hún,CJK-A)	䴹
({木框}人人口,YmHrHrKk,bù,CJK-A)	䴺
(禾{黎右角}{木框}夊,BhNdYmJi,lí,CJK-A)	䴻
({木框}人人戈,YmHrHrAg,chàn,CJK-A)	䴼
({木框}人人十,YmHrHrPs,pí,CJK-A)	䴽
({木框}人人工,YmHrHrLg,cuó,CJK-A)	䴾
({木框}人人豕,YmHrHrHs,méng,CJK-A)	䴿
({木框}人人貝,YmHrHrVb,suǒ_suò,CJK-A)	䵀
({木框}人人寸,YmHrHrOc,qiàng,CJK-A)	䵁
({木框}人人古,YmHrHrOg,zhí,CJK-A)	䵂
({木框}人人黄,YmHrHrEh,kuàng_huáng,CJK-A)	䵃
({木框}人人豆,YmHrHrGd,bí,CJK-A)	䵄
(敖{木框}人夊,QaYmHrJi,áo,CJK-A)	䵅
({木框}人人豕,YmHrHrHs,méng,CJK-A)	䵆
(麻攵,AmAp,xiàn,CJK-A)	䵇
(彳幺夂麻,GcDyJiAm,kù,CJK-A)	䵈
(麻亼{青字底}刂,AmZiFyNd,tóu,CJK-A)	䵉
({周字框}亠黄,JkLwEh,tuān,CJK-A)	䵊
(黄{左字框}{青字底},EhPsFy,wěi,CJK-A)	䵋
(黄大人人,EhIdHrHr,xiān,CJK-A)	䵌
(黄{享字头}子,EhQgHi,0,CJK-A)	䵍
(黄山而,EhUsKe,tuān,CJK-A)	䵎
(黄羽{全字头}彡,EhWvHrFs,lǎo,CJK-A)	䵏
(黄吅田十,EhPxCtPs,chǎn,CJK-A)	䵐
(禾{全字头}氺{捺、点类},BhHrMsOd,nì,CJK-A)	䵑
(禾{全字头}氺日,BhHrMsUr,nì,CJK-A)	䵒
(禾{全字头}氺牛,BhHrMsXn,lí,CJK-A)	䵓
(禾{全字头}氺{横类},BhHrMsDi,dǒng,CJK-A)	䵔
(禾{全字头}氺古,BhHrMsOg,jù,CJK-A)	䵕
(臣又禾氺,EcTyBhMs,qiàn_qīn,CJK-A)	䵖
(禾{全字头}氺田,BhHrMsCt,bó_bí,CJK-A)	䵗
(禾{全字头}氺{横两撇},BhHrMsFs,shài,CJK-A)	䵘
(禾{全字头}氺夕,BhHrMsVx,zhā_zhǎ,CJK-A)	䵙
(禾{全字头}氺臼,BhHrMsYj,tǎo,CJK-A)	䵚
(禾{全字头}氺土,BhHrMsEt,qiàn,CJK-A)	䵛
(禾{全字头}氺辰,BhHrMsSc,nǒng,CJK-A)	䵜
(黑{折类},NhAe,yì_yà,CJK-A)	䵝
(黑刂,NhNd,jìng,CJK-A)	䵞
(黑干,NhZg,gǎn,CJK-A)	䵟
(黑勹{捺、点类},NhAkOd,dí_zhuó,CJK-A)	䵠
({横类}大黑,DiIdNh,jiǎn,CJK-A)	䵡
(黑未,NhVw,mèi,CJK-A)	䵢
(黑日{横类},NhUrDi,dá,CJK-A)	䵣
({横类}廾黑,DiZcNh,jiǎn_xiàn,CJK-A)	䵤
(黑{负字头}巴,NhDdBb,yù,CJK-A)	䵥
(黑氵{横类}{于无横},NhMsDiPs,xiè_wū,CJK-A)	䵦
(十戈黑,PsAgNh,zài,CJK-A)	䵧
(黑尤彡,NhVyFs,máng,CJK-A)	䵨
(禾刂黑,BhNdNh,lí,CJK-A)	䵩
(黑日{比字旁}匕,NhUrWbWb,gùn_hùn,CJK-A)	䵪
(宀夕㔾黑,GgVxWjNh,xūn_yù,CJK-A)	䵫
(黑水日,NhMsUr,tà,CJK-A)	䵬
(黑耂日,NhRlUr,zhè,CJK-A)	䵭
(黑日{横类}{横两撇},NhUrDiFs,yàng,CJK-A)	䵮
(黑千里,NhNqAl,tuǎn,CJK-A)	䵯
(黑{卧人}日{横两撇},NhStUrFs,shāng,CJK-A)	䵰
(黑壴口,NhEuKk,xì_xī,CJK-A)	䵱
(黑口吅木,NhKkPxYm,qiāo,CJK-A)	䵲
(黑亼{临下角}日,NhZiUrUr,wèi,CJK-A)	䵳
(黑黽,NhUm,yìng_zèng_yùn,CJK-A)	䵴
({竹头}目大黑,JuEmIdNh,chuā_zhuó,CJK-A)	䵵
(句黽,EjUm,qú_gōu,CJK-A)	䵶
(土土黽,EtEtUm,wā,CJK-A)	䵷
(禾火黽,BhRhUm,0,CJK-A)	䵸
(矢口{横类}黽,GsKkDiUm,zhī,CJK-A)	䵹
(土目{鼎左角}{鼎右角},EtEmJpJp,tǐng_dǐng_tiǎn,CJK-A)	䵺
(目{鼎左角}{鼎右角}彐,EmJpJpWj,huì_gǔ,CJK-A)	䵻
(爿{然左角}寸{鼎右角},JpFyOcJp,shāng,CJK-A)	䵼
(壴支土厶,EuRiEtIs,cà,CJK-A)	䵽
(亻寸壴支,HrOcEuRi,fú_fǔ,CJK-A)	䵾
(壴支{卢字头}口,EuRiFbKk,tiè,CJK-A)	䵿
(壴支亼口,EuRiZiKk,tà,CJK-A)	䶀
(壴支水日,EuRiMsUr,tà,CJK-A)	䶁
(鼠勹{捺、点类},EsAkOd,zhuó_jué,CJK-A)	䶂
(鼠亽{折类},EsZiAe,hán,CJK-A)	䶃
(鼠干丷,EsZgNb,píng,CJK-A)	䶄
(鼠各,EsKg,hé,CJK-A)	䶅
(鼠隹,EsMi,zhuī,CJK-A)	䶆
(鼠由{青字底},EsUyFy,zhòu,CJK-A)	䶇
(鼠甫寸,EsBfOc,bó,CJK-A)	䶈
(鼠{留字头}田,EsRmCt,liú,CJK-A)	䶉
(自田丌{里无日},ViCtZcEt,nǜ,CJK-A)	䶊
(自田丌及,ViCtZcFj,xī,CJK-A)	䶋
(自田丌巳,ViCtZcVs,pào,CJK-A)	䶌
(至自田丌,GiViCtZc,dì,CJK-A)	䶍
(自田丌口,ViCtZcKk,hē,CJK-A)	䶎
(丷{弟省}自丌,NbXfViZc,tì_tǐ,CJK-A)	䶏
(自田丌日,ViCtZcUr,wài_huì,CJK-A)	䶐
(自田丌龰,ViCtZcLi,tì,CJK-A)	䶑
(亠丷{竖类}女,LwNbHsWn,qí,CJK-A)	䶒
(巾亠丷二,AjLwNbNe,jì,CJK-A)	䶓
(齒也,DcEy,chí,CJK-A)	䶔
(齒巴,DcBb,bà_bā,CJK-A)	䶕
(齒亽{折类},DcZiAe,jìn,CJK-A)	䶖
(齒可,DcEk,kè_qiā_qiǎ,CJK-A)	䶗
(齒立,DcXl,lì,CJK-A)	䶘
(齒匚{叚右角},DcVkVk,jù,CJK-A)	䶙
(齒虫,DcVc,qǔ,CJK-A)	䶚
(歹刂齒,SdNdDc,là,CJK-A)	䶛
(齒{告字头}口,DcXnKk,gǔ,CJK-A)	䶜
(齒大人人,DcIdHrHr,qià,CJK-A)	䶝
(齒{其字头无横}{共字底},DcFgNb,qí,CJK-A)	䶞
(齒{负字头}臼,DcDdYj,xiàn,CJK-A)	䶟
(戊{横类}口齒,MuDiKkDc,jiǎn,CJK-A)	䶠
(齒貝刂,DcVbNd,shí_zé,CJK-A)	䶡
(齒戊{横类}口,DcMuDiKk,jiān_xián,CJK-A)	䶢
(齒山豆,DcUsGd,ái_gāi,CJK-A)	䶣
(齒骨,DcUg,huá,CJK-A)	䶤
(齒虍且,DcShHq,zhā_jǔ_chǔ,CJK-A)	䶥
(齒龶貝,DcJfVb,zé,CJK-A)	䶦
(齒土土{见字底},DcEtEtRe,yǎo,CJK-A)	䶧
(齒僉,DcVq,zhān,CJK-A)	䶨
(齒亠丷二,DcLwNbNe,jì,CJK-A)	䶩
(齒十戈隹,DcPsAgMi,chà,CJK-A)	䶪
(齒吅厂攵,DcPxUcAp,yàn_yán,CJK-A)	䶫
(干干立{龍字边},ZgZgXlDa,jiān,CJK-A)	䶬
(龙王,VlRw,0,CJK-A)	䶭
(龙{横类}大,VlDiId,yǎn,CJK-A)	䶮
(女{撇类}{见二}乂,WnTpJkEi,0,CJK-A)	䶯
({撇类}{见二}{横类}毛,TpJkDiQm,jiāo,CJK-A)	䶰
(夂{冬字底}{撇类}乂,JiGbTpEi,tóng,CJK-A)	䶱
(冂{里无日}{撇类}乂,JkEtTpEi,nán,CJK-A)	䶲
(侖口口几,NlKkKkQj,yuè,CJK-A)	䶳
(火欠侖口,RhPqNlKk,0,CJK-A)	䶴
(侖口口虎,NlKkKkSh,chí,CJK-A)	䶵
({卢字头}{横类}扌{定字底},FbDiOsEs,0,CJK)	䶶
(口儿,KkRe,0,CJK)	䶷
(口{撇类}厶,KkTpIs,0,CJK)	䶸
(䶹,Ae,0,CJK)	䶹
(月冂入,FyJkVu,0,CJK)	䶺
(月冖{见字底},FyGgRe,0,CJK)	䶻
(月八厶心,FyNbIsLx,0,CJK)	䶼
(月乂凵夂,FyEiJkJi,0,CJK)	䶽
(臼人欠,YjHrPq,0,CJK)	䶾
(飠儿,HsRe,0,CJK)	䶿
({横类},Di,yī_yí_yì,CJK)	一
(丁,Pd,dīng_zhēng,CJK)	丁
({横类}{折类},DiAe,kǎo_qiǎo_yú,CJK)	丂
(七,Cq,qī_qí,CJK)	七
({竖类}{横类},HsDi,shàng,CJK)	丄
({横类}{竖类},DiHs,xià,CJK)	丅
({横类}{撇类},DiTp,hǎn,CJK)	丆
({横类}{万无横},DiNd,wàn_mò,CJK)	万
({横类}乂,DiEi,zhàng,CJK)	丈
(三,As,sān,CJK)	三
({卢字头}{横类},FbDi,shàng_shǎng,CJK)	上
({横类}卜,DiFb,xià,CJK)	下
(丌,Zc,jī_qí,CJK)	丌
(不,Rb,bù_fǒu_fōu_fū_bú,CJK)	不
({横类}{折类}{横类},DiAeDi,yǔ_yù_yú,CJK)	与
({横类}{竖类}{折类}{折类},DiHsAeAe,miǎn,CJK)	丏
({横类}{卢字头}{折类},DiFbAe,gài,CJK)	丐
({折类}{里无日},AeEt,chǒu,CJK)	丑
(刀{捺、点类}{横类},NdOdDi,chǒu,CJK)	丒
(二{折类}{捺、点类},NeAeOd,zhuān,CJK)	专
(且,Hq,qiě_jū_cú,CJK)	且
(不{横类},RbDi,pī,CJK)	丕
(廿{折类},PnAe,shì,CJK)	世
({带字头}{横类},QsDi,shì,CJK)	丗
({丘无横}{横类},SjDi,qiū,CJK)	丘
({横类}冂人,DiJkHr,bǐng_bìng,CJK)	丙
(业,Oy,yè,CJK)	业
(人人{横类},HrHrDi,cóng,CJK)	丛
({东二}小,CqIx,dōng,CJK)	东
(纟纟,QsQs,sī,CJK)	丝
({折类}水{横类},AeMsDi,chéng_shèng_zhēng_zhěng,CJK)	丞
(王厶,RwIs,diū,CJK)	丟
({北字旁}匕{横类},JpWbDi,qiū,CJK)	丠
({横类}冂山,DiJkUs,liǎng,CJK)	両
({撇类}土厶,TpEtIs,diū,CJK)	丢
(丌匚{叚右角},ZcVkVk,yǒu,CJK)	丣
(两,Zl,liǎng,CJK)	两
({横类}{业无横}厂,DiRhUc,yán,CJK)	严
(䒑业,NbOy,bìng_bàn_bàng,CJK)	並
(土丷{畏字底},EtNbQi,sàng_sāng,CJK)	丧
({竖类},Hs,gǔn,CJK)	丨
(丩,Ej,jiū,CJK)	丩
({全字头}{竖类},HrHs,gè_gě_gàn,CJK)	个
(丷{竖类},NbHs,yā,CJK)	丫
(丬,Jp,pán_qiáng,CJK)	丬
(口{竖类},KkHs,zhōng_zhòng,CJK)	中
({折类}{举字底},AeOs,jǐ,CJK)	丮
(彡{竖类},FsHs,jiè,CJK)	丯
(丰,Jf,fēng,CJK)	丰
({折类}川{横类},AeKcDi,guàn_kuàng,CJK)	丱
(口口{竖类},KkKkHs,chuàn_guàn_quàn,CJK)	串
(口口{乔字底},KkKkNd,chǎn_chuàn,CJK)	丳
({临字旁}{临右角}{临下角},NdJuUr,lín,CJK)	临
(业{南字心},OySy,zhuó,CJK)	丵
({捺、点类},Od,zhǔ,CJK)	丶
(丷,Nb,bā,CJK)	丷
(丸,Lo,wán,CJK)	丸
({周字框}亠,JkLw,dān,CJK)	丹
({捺、点类}{为字框}{捺、点类},OdClOd,wèi_wéi,CJK)	为
({捺、点类}王,OdRw,zhǔ_zhù,CJK)	主
(井{捺、点类},VjOd,jǐng_dǎn,CJK)	丼
({横类}{丽下角}{丽下角},DiFyFy,lì_lí,CJK)	丽
({学字头}{共字底}{举字底},MsNbOs,jǔ,CJK)	举
({撇类},Tp,piě_yì,CJK)	丿
({捺、点类},Od,fú,CJK)	乀
({捺、点类},Od,yí_jí,CJK)	乁
(乂,Ei,yì_ài,CJK)	乂
(乃,Dn,nǎi_ǎi,CJK)	乃
({折类}{捺、点类},AeOd,wǔ,CJK)	乄
({久二}{捺、点类},DdOd,jiǔ,CJK)	久
({折类}人,AeHr,jiǔ,CJK)	乆
({撇类}七,TpCq,tuō_zhé,CJK)	乇
({撇类}厶,TpIs,me_yāo_mó_ma,CJK)	么
({捺、点类}㐅,OdEi,yì,CJK)	义
({撇类}丷,TpNb,yī,CJK)	乊
(之,Xi,zhī_zhū_zhì,CJK)	之
(乌,Au,wū_wù,CJK)	乌
(乍,Aa,zhà_zuò,CJK)	乍
({撇类}丷{于无横},TpNbPs,hū,CJK)	乎
({撇类}之,TpXi,fá,CJK)	乏
({乐二}小,KkIx,lè_yuè,CJK)	乐
({撇类}{乑无撇},TpMs,yín_pān_zhòng,CJK)	乑
({丘无横}{横类}{撇类},SjDiTp,pīng,CJK)	乒
({丘无横}{横类}{捺、点类},SjDiOd,pāng,CJK)	乓
({撇类}大{乔字底},TpIdNd,qiáo,CJK)	乔
({反字框}二巾,UcNeAj,hǔ,CJK)	乕
(千{北字旁}匕,NqJpWb,guāi,CJK)	乖
({禾框}龷,BhPn,chéng,CJK)	乗
({禾框}{北字旁}匕,BhJpWb,chéng_shèng,CJK)	乘
(乙,Ki,yǐ_yì_jué,CJK)	乙
({折类},Ae,yǐn,CJK)	乚
({折类},Ae,ya,CJK)	乛
({折类}{折类},AeAe,miē_niè,CJK)	乜
(九,Lj,jiǔ_jiū,CJK)	九
({卧人}乙,StKi,qǐ_qì,CJK)	乞
(也,Ey,yě_yí,CJK)	也
(习,Qx,xí,CJK)	习
(乡,Rx,xiāng,CJK)	乡
(山{折类},UsAe,gài,CJK)	乢
(幺{折类},DyAe,jiǔ,CJK)	乣
({横类}卜乙,DiFbKi,xià,CJK)	乤
({撇类}丷乙,TpNbKi,hù,CJK)	乥
({折类}{折类}{竖类}{捺、点类},AeAeHsOd,shū,CJK)	书
(斗乙,LdKi,dǒu,CJK)	乧
(厶口{折类},IsKkAe,shǐ,CJK)	乨
({卢字头}口{折类},FbKkAe,jī,CJK)	乩
(乙田,KiCt,náng,CJK)	乪
(力口乙,ClKkKi,jiā,CJK)	乫
(匚{叚右角}乙,VkVkKi,jù,CJK)	乬
(石乙,DsKi,shí,CJK)	乭
(卯乙,RmKi,mǎo,CJK)	乮
({撇类}丷{于无横}乙,TpNbPsKi,hū,CJK)	乯
({折类}{捺、点类}{捺、点类}大,AeOdOdId,mǎi,CJK)	买
(舌{折类},WsAe,luàn,CJK)	乱
